"id","school_year","district_name","enrollment_grades_k_12","total_susp","iss_b","oss_b","iss_w","oss_w","h","a","m","p","i","b_disp","w_disp","h_disp","a_disp","m_disp","p_disp","i_disp"
"980",2011,"COLE CAMP R-I",729,62,,,62,,,,,,,,1.02385584109757,,,,,
"981",2011,"WOODLAND R-IV",891,101,,,75,12,,,,,,,1.0148163182464,,,,,
"982",2011,"SOUTHERN BOONE CO. R-I",1471,568,18,7,389,142,,12,,,,3.07790800748547,0.97666021200332,,2.57643421504638,,,
"983",2011,"HALLSVILLE R-IV",1301,257,,,233,24,,,,,,,1.08143181572402,,,,,
"984",2011,"STURGEON R-V",426,81,,,81,,,,,,,,1.05708245243129,,,,,
"985",2011,"CENTRALIA R-VI",1346,155,,,92,63,,,,,,,1.02827763496144,,,,,
"986",2011,"HARRISBURG R-VIII",554,44,,,36,,8,,,,,,0.850412450038269,,,,,
"987",2011,"COLUMBIA 93",16863,10141,3548,2202,2100,1297,284,73,611,,26,2.8139217186553,0.52578374940029,0.5480455518481,0.141424383772308,1.09546306173858,,0.582693117946051
"988",2011,"EAST BUCHANAN CO. C-1",737,75,,,75,,,,,,,,1.02785486689279,,,,,
"989",2011,"MID-BUCHANAN CO. R-V",679,8,,,8,,,,,,,,1.05108261509355,,,,,
"990",2011,"ST. JOSEPH",11425,2287,278,12,1658,300,15,7,17,,,1.2311036207182,1.03913511266735,0.114865335709259,0.268489325631525,,,
"991",2011,"NEELYVILLE R-IV",609,8,,,8,,,,,,,,1.07032002568768,,,,,
"992",2011,"POPLAR BLUFF R-I",4971,1859,279,55,1211,308,6,,,,,1.42932766395223,0.965960481087746,0.195608587216979,,,,
"993",2011,"TWIN RIVERS R-X",947,210,,,179,31,,,,,,,1.01071356377603,,,,,
"994",2011,"HAMILTON R-II",695,113,,,86,27,,,,,,,1.05141415203449,,,,,
"995",2011,"POLO R-VII",382,49,,,49,,,,,,,,1.00522718134298,,,,,
"996",2011,"BRAYMER C-4",299,109,,,109,,,,,,,,1.05652403592182,,,,,
"997",2011,"NORTH CALLAWAY CO. R-I",1183,134,,,128,6,,,,,,,1.04231811548885,,,,,
"998",2011,"NEW BLOOMFIELD R-III",727,119,10,,93,16,,,,,,3.5911800617683,0.96093829894526,,,,,
"999",2011,"FULTON 58",2133,495,65,6,346,65,,,13,,,1.28525397342602,0.981213696883751,,,7.95837159473523,,
"1000",2011,"SOUTH CALLAWAY CO. R-II",843,6,,,6,,,,,,,,1.01081572829273,,,,,
"1001",2011,"STOUTLAND R-II",442,250,,,227,23,,,,,,,1.04242676951944,,,,,
"1002",2011,"CAMDENTON R-III",4127,1191,6,,986,199,,,,,,0.393576826196473,1.05937203644025,,,,,
"1003",2011,"CLIMAX SPRINGS R-IV",211,103,,,103,,,,,,,,1.05496360375567,,,,,
"1004",2011,"MACKS CREEK R-V",319,143,,,134,9,,,,,,,1.13122171945701,,,,,
"1005",2011,"JACKSON R-II",4615,618,,,476,114,16,,12,,,,1.02106155789765,1.61812297734628,,1.41733399475586,,
"1006",2011,"CAPE GIRARDEAU 63",3999,2206,1046,318,650,148,15,,29,,,1.87311023912916,0.599702763863204,0.194275352933558,,0.75119803134309,,
"1007",2011,"BOSWORTH R-V",106,9,,,9,,,,,,,,1,,,,,
"1008",2011,"CARROLLTON R-VII",928,155,,,149,6,,,,,,,1.08660219493643,,,,,
"1009",2011,"EAST CARTER CO. R-II",752,189,,,149,40,,,,,,,1.01895251681272,,,,,
"1010",2011,"ARCHIE R-V",565,134,,,134,,,,,,,,1.05218855218855,,,,,
"1011",2011,"RAYMORE-PECULIAR R-II",5910,1479,202,45,792,434,6,,,,,1.61826291596564,0.980412148953874,0.140860942077981,,,,
"1012",2011,"SHERWOOD CASS R-VIII",877,489,,,489,,,,,,,,1.03906899418121,,,,,
"1013",2011,"PLEASANT HILL R-III",2152,138,,,124,14,,,,,,,1.07169649555246,,,,,
"1014",2011,"HARRISONVILLE R-IX",2576,374,,,198,52,,,124,,,,0.702816946547117,,,,,
"1015",2011,"BELTON 124",4743,564,25,7,413,96,23,,,,,0.531748722141352,1.17053472049747,0.401379348857988,,,,
"1016",2011,"STOCKTON R-I",1068,387,,,360,27,,,,,,,1.03487529752665,,,,,
"1017",2011,"EL DORADO SPRINGS R-II",1193,536,,,498,25,13,,,,,,0.99749158521439,1.60620737372739,,,,
"1018",2011,"KEYTESVILLE R-III",149,23,,,23,,,,,,,,1.03476821192053,,,,,
"1019",2011,"SALISBURY R-IV",446,16,,,16,,,,,,,,1.04690117252931,,,,,
"1020",2011,"NIXA R-II",5473,984,13,,728,130,63,,29,,21,1.39067180145486,0.980491644565608,1.71647158830838,,0.725900116144019,,1.58084914182475
"1021",2011,"SPARTA R-III",742,241,,,203,38,,,,,,,1.01224820325944,,,,,
"1022",2011,"BILLINGS R-IV",438,11,,,11,,,,,,,,1.0257462303826,,,,,
"1023",2011,"CLEVER R-V",1009,137,,,137,,,,,,,,1.01916021198532,,,,,
"1024",2011,"OZARK R-VI",5384,648,,,554,85,9,,,,,,1.08019620014362,0.389044506691565,,,,
"1025",2011,"CLARK CO. R-I",982,74,,,36,38,,,,,,,1.02291325695581,,,,,
"1026",2011,"KEARNEY R-I",3649,569,6,,454,109,,,,,,0.836890116327726,1.03251088858841,,,,,
"1027",2011,"SMITHVILLE R-II",2366,28,,,22,6,,,,,,,1.05340777414937,,,,,
"1028",2011,"EXCELSIOR SPRINGS 40",2778,1789,25,7,1106,556,64,,31,,,0.777699467761927,1.02653107232968,1.87299348256799,,0.414548236030393,,
"1029",2011,"LIBERTY 53",10683,1055,96,,779,128,52,,,,,1.45592417061611,1.00810933373643,1.02472140386832,,,,
"1030",2011,"NORTH KANSAS CITY 74",18530,3383,554,168,1499,608,384,20,126,,24,1.79797844467892,0.94524204319967,0.907343885459176,0.155576644834078,0.835090779669914,,0.716595454993327
"1031",2011,"CAMERON R-I",1731,206,,,200,6,,,,,,,1.07584722969338,,,,,
"1032",2011,"LATHROP R-II",849,26,,,20,6,,,,,,,1.0481081647626,,,,,
"1033",2011,"CLINTON CO. R-III",754,108,11,,97,,,,,,,1.19966845526327,1.02610321963687,,,,,
"1034",2011,"COLE CO. R-I",647,233,,,218,15,,,,,,,1.03029054193282,,,,,
"1035",2011,"BLAIR OAKS R-II",1086,101,,,95,6,,,,,,,1.01214574898785,,,,,
"1036",2011,"COLE CO. R-V",689,208,,,191,17,,,,,,,1.02072062876391,,,,,
"1037",2011,"JEFFERSON CITY",8679,2944,1215,159,1245,175,53,,97,,,2.65478928624425,0.671684941542597,0.400951389561344,,0.782621604874522,,
"1038",2011,"BOONVILLE R-I",1527,518,41,,458,6,7,,6,,,0.999375999375999,1.07533360834681,0.572606504809895,,0.224042777234267,,
"1039",2011,"CRAWFORD CO. R-I",989,349,,,288,61,,,,,,,1.04547830632514,,,,,
"1040",2011,"CRAWFORD CO. R-II",1430,815,,,775,40,,,,,,,1.05529759392149,,,,,
"1041",2011,"STEELVILLE R-III",934,152,,,44,108,,,,,,,1.01522842639594,,,,,
"1042",2011,"EVERTON R-III",168,25,,,25,,,,,,,,1.0307153164296,,,,,
"1043",2011,"DALLAS CO. R-I",1780,528,,,430,98,,,,,,,1.02954802841553,,,,,
"1044",2011,"PATTONSBURG R-II",157,8,,,8,,,,,,,,1.03284445362528,,,,,
"1045",2011,"WINSTON R-VI",163,13,,,13,,,,,,,,1.01874490627547,,,,,
"1046",2011,"GALLATIN R-V",615,6,,,6,,,,,,,,1.02155480641536,,,,,
"1047",2011,"MAYSVILLE R-I",602,81,,,81,,,,,,,,1.02030405060708,,,,,
"1048",2011,"UNION STAR R-II",142,27,,,27,,,,,,,,1.02901831652603,,,,,
"1049",2011,"STEWARTSVILLE C-2",243,28,,,28,,,,,,,,1.04744946056353,,,,,
"1050",2011,"SALEM R-80",1386,779,,,652,71,13,,32,,11,,1.00033731983205,1.21810668740571,,1.35571965412202,,0.816223556211832
"1051",2011,"NORTH WOOD R-IV",222,22,,,22,,,,,,,,1.0183299389002,,,,,
"1052",2011,"SKYLINE R-II",79,31,,,31,,,,,,,,1.0128633647321,,,,,
"1053",2011,"AVA R-I",1344,676,,,641,35,,,,,,,1.01739749720216,,,,,
"1054",2011,"MALDEN R-I",1014,680,368,,306,,6,,,,,1.87908496732026,0.644514465769121,0.816993464052288,,,,
"1055",2011,"CAMPBELL R-II",566,151,,,151,,,,,,,,1.0088781275222,,,,,
"1056",2011,"HOLCOMB R-III",565,107,,,107,,,,,,,,1.12994350282486,,,,,
"1057",2011,"SENATH-HORNERSVILLE C-8",796,201,,,124,7,70,,,,,,1.04178595513481,0.993605439280062,,,,
"1058",2011,"KENNETT 39",1974,338,104,60,102,72,,,,,,1.68943976529149,0.801358809788736,,,,,
"1059",2011,"FRANKLIN CO. R-II",157,6,,,6,,,,,,,,1.00644122383253,,,,,
"1060",2011,"MERAMEC VALLEY R-III",3225,2440,33,,1882,525,,,,,,0.64097583715329,1.05970073029978,,,,,
"1061",2011,"UNION R-XI",3044,809,,,404,405,,,,,,,1.03928497193931,,,,,
"1062",2011,"LONEDELL R-XIV",312,44,,,44,,,,,,,,1.01626016260163,,,,,
"1063",2011,"SPRING BLUFF R-XV",264,7,,,7,,,,,,,,1.01153145862836,,,,,
"1064",2011,"ST. CLAIR R-XIII",2279,1221,6,,1019,196,,,,,,0.267065484456789,1.03321149941439,,,,,
"1065",2011,"SULLIVAN",2165,1181,21,8,847,288,17,,,,,4.81479636731915,1.01003673953021,0.578095617015054,,,,
"1066",2011,"NEW HAVEN",501,83,,,83,,,,,,,,1.056970721911,,,,,
"1067",2011,"WASHINGTON",4144,707,,,565,142,,,,,,,1.03885310617079,,,,,
"1068",2011,"GASCONADE CO. R-II",1812,467,,,446,21,,,,,,,1.03135313531353,,,,,
"1069",2011,"GASCONADE CO. R-I",1046,146,,,138,8,,,,,,,1.04701078421108,,,,,
"1070",2011,"ALBANY R-III",418,455,63,,382,10,,,,,,8.29111008751727,0.898090755278288,,,,,
"1071",2011,"WILLARD R-II",4234,970,14,,789,152,15,,,,,0.581975390754905,1.04121830286949,0.554262276909434,,,,
"1072",2011,"REPUBLIC R-III",4530,1121,6,,831,248,36,,,,,0.224889242048291,1.0251714264296,1.42729705619982,,,,
"1073",2011,"ASH GROVE R-IV",773,86,,,79,7,,,,,,,1.01306858474319,,,,,
"1074",2011,"WALNUT GROVE R-V",277,6,,,6,,,,,,,,1.01843364904776,,,,,
"1075",2011,"STRAFFORD R-VI",1209,36,,,30,6,,,,,,,1.02375102375102,,,,,
"1076",2011,"LOGAN-ROGERSVILLE R-VIII",2190,12,,,6,6,,,,,,,1.05898549189876,,,,,
"1077",2011,"SPRINGFIELD R-XII",24102,12801,1571,516,7688,2347,571,32,6,6,64,1.98579948791683,0.931578289964813,1.19586836903032,0.102032845010514,0.0884364871258584,0.1339181090763,0.847391424663592
"1078",2011,"FAIR GROVE R-X",1057,232,,,232,,,,,,,,1.03124677735382,,,,,
"1079",2011,"GRUNDY CO. R-V",170,23,,,23,,,,,,,,1.03029054193282,,,,,
"1080",2011,"TRENTON R-IX",1212,356,6,,337,13,,,,,,1.45292522278187,1.02904130983434,,,,,
"1081",2011,"SOUTH HARRISON CO. R-II",839,76,,,44,32,,,,,,,1.03584006629376,,,,,
"1082",2011,"NORTH HARRISON R-III",234,9,,,9,,,,,,,,1,,,,,
"1083",2011,"GILMAN CITY R-IV",119,6,,,6,,,,,,,,1.01708706265256,,,,,
"1084",2011,"HENRY CO. R-I",680,151,,,144,7,,,,,,,1.02103328568511,,,,,
"1085",2011,"CALHOUN R-VIII",158,209,,,203,,6,,,,,,1.02305863285097,,,,,
"1086",2011,"CLINTON",1731,1020,,,891,129,,,,,,,1.07112253641817,,,,,
"1087",2011,"HICKORY CO. R-I",712,156,,,156,,,,,,,,1.06269925611052,,,,,
"1088",2011,"WHEATLAND R-II",298,70,,,70,,,,,,,,1.02406554019457,,,,,
"1089",2011,"WEAUBLEAU R-III",349,113,,,113,,,,,,,,1.0417751849151,,,,,
"1090",2011,"HERMITAGE R-IV",285,116,,,116,,,,,,,,1.01781170483461,,,,,
"1091",2011,"NEW FRANKLIN R-I",454,7,,,7,,,,,,,,1.0558547143913,,,,,
"1092",2011,"FAYETTE R-III",634,45,,,39,,,,6,,,,1.09234518107722,,,1.96656833824975,,
"1093",2011,"MOUNTAIN VIEW-BIRCH TREE R-III",1262,409,,,403,6,,,,,,,1.04297037964122,,,,,
"1094",2011,"WILLOW SPRINGS R-IV",1253,552,6,,484,62,,,,,,1.50966183574879,1.0259624881056,,,,,
"1095",2011,"RICHARDS R-V",413,150,,,150,,,,,,,,1.01978380583316,,,,,
"1096",2011,"WEST PLAINS R-VII",2530,3825,95,,3603,7,94,10,,,16,1.91050779286073,0.988780355865063,1.44559784698193,0.330934061388268,,,0.760546642899584
"1097",2011,"SOUTH IRON CO. R-I",337,8,,,8,,,,,,,,1.08707468203066,,,,,
"1098",2011,"ARCADIA VALLEY R-II",1022,183,,,136,47,,,,,,,1.02711585866886,,,,,
"1099",2011,"FORT OSAGE R-I",4742,1144,68,19,737,285,29,,,6,,1.1790535046349,1.09439745602921,0.343491197149734,,,0.255841719256353,
"1100",2011,"BLUE SPRINGS R-IV",13904,3154,691,135,1827,305,140,7,49,,,2.1483975711143,0.865293172041387,0.837510917553032,0.0884224673910572,1.07887691115339,,
"1101",2011,"GRAIN VALLEY R-V",3596,597,,,491,99,7,,,,,,1.08745016160615,0.279173646007817,,,,
"1102",2011,"OAK GROVE R-VI",2022,290,,,239,51,,,,,,,1.06089539571398,,,,,
"1103",2011,"LEE'S SUMMIT R-VII",17524,2679,596,169,1350,414,128,15,,,7,2.28260840375852,0.827724258021922,1.12421228289748,0.253353128657786,,,0.687609280760692
"1104",2011,"HICKMAN MILLS C-1",6131,6547,2475,3719,68,220,59,,6,,,1.21964957463195,0.340213561975748,0.118575804104733,,0.91645028257217,,
"1105",2011,"RAYTOWN C-2",8537,8438,4336,1485,1610,401,389,6,211,,,1.52454235574663,0.598209381731715,0.511664503820911,0.0573442720718103,0.641177578840532,,
"1106",2011,"GRANDVIEW C-4",3737,1656,1067,208,298,54,22,,7,,,1.36803044817321,0.802417464980861,0.0996625968086224,,0.181418589703717,,
"1107",2011,"LONE JACK C-6",566,40,,,40,,,,,,,,1.0739984964021,,,,,
"1108",2011,"INDEPENDENCE 30",13671,9183,1178,556,4173,2062,895,30,246,35,8,1.61390752700782,0.95927099958069,0.790451766589043,0.208083199986683,1.30041898865464,0.373665746381314,0.164372640995769
"1109",2011,"KANSAS CITY 33",15826,10714,859,8115,42,462,1190,46,,,,1.33865377851661,0.525600608194989,0.439705576102246,0.144560532837554,,,
"1110",2011,"CENTER 58",2282,3447,2374,646,237,34,78,,78,,,1.27920012548021,0.356710930412674,0.300111041085201,,,,
"1111",2011,"UNIVERSITY ACADEMY",1008,315,133,182,,,,,,,,1.05988341282459,,,,,,
"1112",2011,"ALTA VISTA CHARTER SCH.",282,91,,,,,91,,,,,,,1.07227107012653,,,,
"1113",2011,"HOGAN PREPARATORY ACADEMY",334,485,427,58,,,,,,,,1.00603621730382,,,,,,
"1114",2011,"LEE A. TOLBERT COM. ACADEMY",634,204,26,178,,,,,,,,1.0275380189067,,,,,,
"1115",2011,"DERRICK THOMAS ACADEMY",917,670,367,296,7,,,,,,,1.12859516287177,0.342549547345241,,,,,
"1116",2011,"IMAGINE REN ACAD ENV SCI & MA",1291,489,124,365,,,,,,,,1.43760782058654,,,,,,
"1117",2011,"PATHWAY ACADEMY",476,597,440,147,10,,,,,,,1.07096131275409,0.886265542881958,,,,,
"1118",2011,"FRONTIER SCHOOL OF INNOVATION",407,142,22,,40,,80,,,,,0.900753357353423,1.81970375222914,0.868609746669967,,,,
"1119",2011,"CARL JUNCTION R-I",3240,1034,13,,956,65,,,,,,0.634976457026747,1.06357977827539,,,,,
"1120",2011,"CARTHAGE R-IX",4238,1139,,,728,38,373,,,,,,0.963219355729483,1.24564566690633,,,,
"1121",2011,"JOPLIN SCHOOLS",7785,1902,90,12,1410,315,55,7,,,13,0.78748546626088,1.08188007048966,0.521025757618818,0.189708066386983,,,0.411741603638529
"1122",2011,"NORTHWEST R-I",6661,970,,,587,383,,,,,,,1.0418837257762,,,,,
"1123",2011,"GRANDVIEW R-II",822,72,,,65,7,,,,,,,1.02113754722761,,,,,
"1124",2011,"HILLSBORO R-III",3574,1544,8,,1366,170,,,,,,0.563189907636855,1.0210598920761,,,,,
"1125",2011,"DUNKLIN R-V",1339,381,11,,349,21,,,,,,0.666775775429919,1.03697662458503,,,,,
"1126",2011,"FESTUS R-VI",3065,1532,157,7,1231,124,13,,,,,2.64320020629855,0.940919948891728,1.08790252393386,,,,
"1127",2011,"SUNRISE R-IX",331,109,,,109,,,,,,,,1.01843364904776,,,,,
"1128",2011,"WINDSOR C-1",3029,1336,9,,1182,145,,,,,,0.566094701353595,1.02472245234075,,,,,
"1129",2011,"FOX C-6",11690,2119,8,,2048,52,,11,,,,0.264011590108806,1.04122032608839,,0.415290231241151,,,
"1130",2011,"CRYSTAL CITY 47",742,99,7,,86,6,,,,,,1.07131925313743,1.00518434753156,,,,,
"1131",2011,"DESOTO 73",2955,2772,53,6,2291,422,,,,,,1.102811983641,1.00453220642074,,,,,
"1132",2011,"KINGSVILLE R-I",276,33,,,27,6,,,,,,,1.02218133496882,,,,,
"1133",2011,"HOLDEN R-III",1386,222,,,222,,,,,,,,1.0564124234101,,,,,
"1134",2011,"JOHNSON CO. R-VII",625,70,,,70,,,,,,,,1.04340567612688,,,,,
"1135",2011,"KNOB NOSTER R-VIII",1453,131,,,118,13,,,,,,,1.28238009746089,,,,,
"1136",2011,"LEETON R-X",316,61,,,55,6,,,,,,,1.03950103950104,,,,,
"1137",2011,"WARRENSBURG R-VI",3253,375,,,320,49,,,6,,,,1.21018324929283,,,0.369515011547344,,
"1138",2011,"KNOX CO. R-I",503,8,,,8,,,,,,,,1.03498240529911,,,,,
"1139",2011,"LACLEDE CO. R-I",839,173,,,155,18,,,,,,,1.03199174406605,,,,,
"1140",2011,"LEBANON R-III",4468,1382,,,1159,200,23,,,,,,1.0491384326968,0.614116126689487,,,,
"1141",2011,"CONCORDIA R-II",483,96,,,96,,,,,,,,1.03209825575395,,,,,
"1142",2011,"LAFAYETTE CO. C-1",977,133,6,,91,36,,,,,,0.722961249277039,1.06133957768713,,,,,
"1143",2011,"ODESSA R-VII",2083,166,,,166,,,,,,,,1.03885310617079,,,,,
"1144",2011,"SANTA FE R-X",408,7,,,7,,,,,,,,1.13649278327083,,,,,
"1145",2011,"LEXINGTON R-V",900,464,50,,364,27,8,,15,,,1.24289066539395,0.999255797217009,0.337404683177002,,,,
"1146",2011,"MILLER R-II",559,33,,,21,12,,,,,,,1.01822624987272,,,,,
"1147",2011,"PIERCE CITY R-VI",679,133,,,120,,6,,,,7,,0.97246781536726,1.17787942440959,,,,5.98086124401914
"1148",2011,"MARIONVILLE R-IX",739,455,,,449,,6,,,,,,1.02996888301136,0.442510509624604,,,,
"1149",2011,"MT. VERNON R-V",1487,137,,,107,24,,,6,,,,1.0667161753258,,,1.08673996123961,,
"1150",2011,"AURORA R-VIII",2091,372,,,263,103,6,,,,,,1.13532306455335,0.163746520386442,,,,
"1151",2011,"CANTON R-V",538,32,,,32,,,,,,,,1.0487676979549,,,,,
"1152",2011,"LEWIS CO. C-1",998,214,,,201,7,,,6,,,,1.05786092383808,,,0.798785845514817,,
"1153",2011,"ELSBERRY R-II",798,287,13,,253,14,7,,,,,1.00434960637221,1.02683619078386,0.671907545521736,,,,
"1154",2011,"TROY R-III",6208,1641,69,,1053,499,7,,13,,,1.32642056759266,1.05178467256967,0.142189721714402,,0.268542331567151,,
"1155",2011,"WINFIELD R-IV",1478,1565,26,,1184,344,11,,,,,0.983042516588843,1.01980136565285,0.433873703309273,,,,
"1156",2011,"LINN CO. R-I",248,16,,,16,,,,,,,,1.02901831652603,,,,,
"1157",2011,"BROOKFIELD R-III",1051,211,,,203,,8,,,,,,1.05653998249162,1.2852437946823,,,,
"1158",2011,"SOUTHWEST LIVINGSTON CO. R-I",188,49,,,49,,,,,,,,1.0386373078521,,,,,
"1159",2011,"CHILLICOTHE R-II",1850,100,,,69,31,,,,,,,1.04635345819818,,,,,
"1160",2011,"MCDONALD CO. R-I",3648,909,,,681,138,90,,,,,,1.19431349285512,0.523584880962977,,,,
"1161",2011,"ATLANTA C-3",209,63,,,63,,,,,,,,1.01461038961039,,,,,
"1162",2011,"MACON CO. R-I",1308,381,,6,293,82,,,,,,0.189051998752257,1.11555249745431,,,,,
"1163",2011,"FREDERICKTOWN R-I",1816,767,,,661,106,,,,,,,1.03359173126615,,,,,
"1164",2011,"MARIES CO. R-II",833,270,,,229,41,,,,,,,1.00603621730382,,,,,
"1165",2011,"PALMYRA R-I",1170,53,,,47,6,,,,,,,1.04931794333683,,,,,
"1166",2011,"HANNIBAL 60",3468,591,47,57,200,273,,,14,,,1.59830088321492,0.934865564157768,,,2.15351484387017,,
"1167",2011,"ELDON R-I",1861,797,,,765,26,6,,,,,,1.0553719365528,0.333107560431263,,,,
"1168",2011,"MILLER CO. R-III",230,6,,,6,,,,,,,,1.01317122593718,,,,,
"1169",2011,"SCHOOL OF THE OSAGE",1869,385,,,359,26,,,,,,,1.05708245243129,,,,,
"1170",2011,"IBERIA R-V",745,317,,,293,24,,,,,,,1.02051229717318,,,,,
"1171",2011,"EAST PRAIRIE R-II",1064,346,19,,320,,7,,,,,2.78747689328365,0.978165511718117,0.769247675773094,,,,
"1172",2011,"CHARLESTON R-I",1034,408,192,188,13,15,,,,,,1.55591805716607,0.174358361230671,,,,,
"1173",2011,"MONITEAU CO. R-I",1292,215,6,,179,,30,,,,,3.62428269405014,0.95356561623512,1.27896318717626,,,,
"1174",2011,"TIPTON R-VI",618,11,,,11,,,,,,,,1.0334849111203,,,,,
"1175",2011,"CLARKSBURG C-2",105,27,,,27,,,,,,,,1.09373291042327,,,,,
"1176",2011,"MONROE CITY R-I",685,245,27,,218,,,,,,,1.42382534409112,1.03657492820054,,,,,
"1177",2011,"MADISON C-3",236,42,,,32,10,,,,,,,1.01719051978436,,,,,
"1178",2011,"PARIS R-II",439,7,,,7,,,,,,,,1.04275286757039,,,,,
"1179",2011,"WELLSVILLE MIDDLETOWN R-I",410,37,,,37,,,,,,,,1.03799045048786,,,,,
"1180",2011,"MONTGOMERY CO. R-II",1305,532,7,,385,129,,,11,,,0.635647088736334,1.05950807493567,,,0.71053923468465,,
"1181",2011,"MORGAN CO. R-I",625,457,19,,408,20,10,,,,,,0.995474776343798,0.71979730507889,,,,
"1182",2011,"MORGAN CO. R-II",1337,434,,,384,34,,,16,,,,1.02037677778684,,,1.5890672175433,,
"1183",2011,"PORTAGEVILLE",739,78,17,,61,,,,,,,0.952989584384425,1.0451039450104,,,,,
"1184",2011,"GIDEON 37",314,36,,,36,,,,,,,,1.00644122383253,,,,,
"1185",2011,"NEW MADRID CO. R-I",1481,392,194,14,177,7,,,,,,1.71220472700213,0.716622526873345,,,,,
"1186",2011,"DIAMOND R-IV",922,96,,,96,,,,,,,,1.08213396818526,,,,,
"1187",2011,"WESTVIEW C-6",138,13,,,13,,,,,,,,1.13109376767334,,,,,
"1188",2011,"SENECA R-VII",1591,259,,,156,45,,,,,58,,1.02301842349298,,,,,1.12758420915521
"1189",2011,"NEOSHO R-V",4295,957,6,,666,225,24,,8,16,12,0.426502889557077,1.1737701497209,0.240906531277196,,0.588694129247796,0.51601584168634,0.449433152436489
"1190",2011,"WEST NODAWAY CO. R-I",240,121,,,121,,,,,,,,1.02124183006536,,,,,
"1191",2011,"NORTHEAST NODAWAY CO. R-V",213,13,,,13,,,,,,,,1.03906899418121,,,,,
"1192",2011,"NORTH NODAWAY CO. R-VI",220,7,,,7,,,,,,,,1.01853738032186,,,,,
"1193",2011,"MARYVILLE R-II",1379,126,,,120,6,,,,,,,1.03993344425957,,,,,
"1194",2011,"OREGON-HOWELL R-III",241,92,,,92,,,,,,,,1.05241001894338,,,,,
"1195",2011,"ALTON R-IV",737,333,,,333,,,,,,,,1.02933607822954,,,,,
"1196",2011,"OSAGE CO. R-II",635,13,,,13,,,,,,,,1.02092904543134,,,,,
"1197",2011,"OSAGE CO. R-III",779,74,,,74,,,,,,,,1.00512614333099,,,,,
"1198",2011,"BAKERSFIELD R-IV",349,402,,,341,61,,,,,,,1.01163378856854,,,,,
"1199",2011,"GAINESVILLE R-V",633,74,,,74,,,,,,,,1.01936799184506,,,,,
"1200",2011,"LUTIE R-VI",214,24,,,24,,,,,,,,1.04395030796534,,,,,
"1201",2011,"HAYTI R-II",826,9,9,,,,,,,,,1.37892995035852,,,,,,
"1202",2011,"SOUTH PEMISCOT CO. R-V",693,214,98,,116,,,,,,,2.02093523933647,0.730829277020837,,,,,
"1203",2011,"CARUTHERSVILLE 18",1235,1276,942,94,215,25,,,,,,1.6251245510515,0.393736182320852,,,,,
"1204",2011,"PERRY CO. 32",2314,980,,,795,169,16,,,,,,1.01977344950006,0.820428673982156,,,,
"1205",2011,"PETTIS CO. R-V",311,41,,,41,,,,,,,,1.02976006590464,,,,,
"1206",2011,"SMITHTON R-VI",596,77,,,56,21,,,,,,,1.10987791342952,,,,,
"1207",2011,"GREEN RIDGE R-VIII",403,29,,,29,,,,,,,,1.05218855218855,,,,,
"1208",2011,"SEDALIA 200",4577,1165,144,13,667,243,98,,,,,2.24232859397428,1.02995237319136,0.628231304509483,,,,
"1209",2011,"ST. JAMES R-I",1691,566,,,457,109,,,,,,,1.0634903754121,,,,,
"1210",2011,"ROLLA 31",4020,1447,46,6,974,421,,,,,,0.767872226061583,1.07740677226231,,,,,
"1211",2011,"BOWLING GREEN R-I",1320,141,,,113,28,,,,,,,1.09637101195044,,,,,
"1212",2011,"PIKE CO. R-III",513,6,,,6,,,,,,,,1.08003024084674,,,,,
"1213",2011,"LOUISIANA R-II",695,102,,,74,28,,,,,,,1.20235661897319,,,,,
"1214",2011,"WEST PLATTE CO. R-II",597,87,,,87,,,,,,,,1.07181136120043,,,,,
"1215",2011,"PLATTE CO. R-III",3547,360,61,7,270,15,7,,,,,1.98204500408068,0.986992478078378,0.300997592019264,,,,
"1216",2011,"PARK HILL",10198,2644,533,115,1296,258,344,19,56,17,6,2.34081382293911,0.810572113690406,1.51285930408472,0.211978811044319,0.59662057062496,0.714405782484451,0.398120869495979
"1217",2011,"BOLIVAR R-I",2666,779,6,,636,120,17,,,,,0.570532021109685,1.07854519660766,0.669412570780535,,,,
"1218",2011,"FAIR PLAY R-II",386,21,,,21,,,,,,,,1.01843364904776,,,,,
"1219",2011,"HALFWAY R-III",291,21,,,10,11,,,,,,,1.02827763496144,,,,,
"1220",2011,"HUMANSVILLE R-IV",354,87,,,87,,,,,,,,1.02606197414324,,,,,
"1221",2011,"MARION C. EARLY R-V",624,243,,,237,6,,,,,,,1.04004160166407,,,,,
"1222",2011,"PLEASANT HOPE R-VI",881,187,,,187,,,,,,,,1.04264414555312,,,,,
"1223",2011,"LAQUEY R-V",661,32,,,32,,,,,,,,1.08719286801479,,,,,
"1224",2011,"WAYNESVILLE R-VI",5884,1485,406,213,536,251,73,6,,,,1.97178342873707,0.868654859803852,0.480530294802045,0.0939628846605591,,,
"1225",2011,"DIXON R-I",1028,333,7,,295,31,,,,,,1.79666846333513,1.04826959950635,,,,,
"1226",2011,"PUTNAM CO. R-I",748,31,,,25,6,,,,,,,1.02891243955139,,,,,
"1227",2011,"RALLS CO. R-II",721,47,,,47,,,,,,,,1.04493207941484,,,,,
"1228",2011,"NORTHEAST RANDOLPH CO. R-IV",418,7,,,7,,,,,,,,1,,,,,
